Nom_Gare;Trigramme;Segment(s) DRG;Position géographique;Code commune;Code_UIC;Id_Gare
Saint-Jean-d'Angély;SJA;C;45.9407739, -0.5097829;17347;87491357;3b7b25c6-5b79-43b4-a408-0599fa4340b0
Saint-Jean-de-Losne;SJL;C;47.0997302, 5.2441226;21577;87713651;94b8f48d-8ec8-45e0-b187-fb6085fe2fe4
Saint-Jean-de-Luz - Ciboure;SJZ;A;43.385838, -1.66122;64483;87677120;e535e197-6447-4d6a-add5-d0d3e908ecee
Saint-Jean-de-Maurienne Arvan;SJM;B;45.277542, 6.354716;73248;87742320;37479a4c-decc-4ae5-a5e1-f3e2524244cd
Saint-Jean-de-Verges;JNV;C;43.0128587, 1.608059;09103;87611624;fd43614c-bc8b-4eaf-a354-037d3a37d444
Saint-Jean-Pied-de-Port;SJP;C;43.1679394, -1.2380129;64485;87673723;1e2a6ee8-a8bc-4cc6-934d-0990f4ce2581
Saint-Jodard;SNJ;C;45.8857125, 4.125231;42241;87726851;81e3f77e-1d59-4a71-b53e-1d1ab24e165f
Saint-Jory;SJY;B;43.738375, 1.371619;31490;87611657;69232ffb-7755-4cb8-99b4-78bfd13d8d9a
Saint-Joseph le Castellas;XJC;C;43.3518976, 5.3770681;13215;87759316;7bd3ffb2-9187-475a-a3e1-39bcca0ecd0e
Saint-Julien - Clénay;SJQ;C;47.4060132, 5.1281864;21555;87713834;4b397995-621b-4b8c-8703-b17cd9e2925a
Saint-Julien-du-Sault;SJX;C;48.0269195, 3.302688;89348;87683227;074791a5-f99f-443a-8bb0-88afc365ce6e
Saint-Julien-en-Genevois;SJG;B;46.142044, 6.0855358;74243;87745430;df0a8409-59ed-47a1-bc5c-049712388d9f
Saint-Junien;SJU;C;45.8813844, 0.9004849;87154;87592709;404cb39a-4d3d-44a3-92c6-1fccc560c190
Saint-Just-en-Chaussée;SJS;B;49.50364, 2.42949;60581;87313270;15f02d41-47ac-40e8-9a96-3ae13dd12fef
Saint-Laurent - Gainneville;XLG;C;49.5285649, 0.2522963;76596;87413310;02e14f55-c75f-440d-b4fc-8c155d27e81a
Saint-Laurent-d'Aigouze;XLZ;C;43.6392883, 4.1930703;30276;87775841;c4bc7f94-c143-44c5-8676-2c443fd16d90
Saint-Laurent-de-la-Prée - Fouras;SSC;C;45.9930002, -1.0274305;17353;87485136;ccacfbe1-306e-449b-8815-ba5c4fa35eec
Saint-Laurent-du-Var;SNV;B;43.662451, 7.194413;06123;87756346;9565d0c7-6037-492d-a5f1-ba570b47b184
Saint-Laurent-en-Grandvaux;SLJ;C;46.5747975, 5.9512119;39487;87715417;eaa3dbe1-aeef-4964-9156-dea1e6235a9d
Saint-Léger-sur-Dheune;SLH;C;46.8484526, 4.6286039;71442;87694364;b130b0a9-0670-424e-b102-f74ed665f22a
Saint-Léon-sur-l'Isle;XLI;C;45.1233004, 0.4923106;24442;87595264;c0dd43a3-8dfd-4ab0-ab1a-e886d8172c93
Saint-Léonard-de-Noblat;SLE;C;45.8320199, 1.481686;87161;87592071;29d26cd4-5c63-4b84-bc2c-8c80b269f980
Saint-Leu-d'Esserent;SLT;B;49.2140819, 2.4177845;60584;87276402;8919dbb6-dc02-4cf9-b5fd-02e52c17a8ab
Saint-Leu-la-Forêt;SLF;B;49.01571, 2.24264;95563;87276600;3fc9595c-21d8-41d9-a5e9-9abe924eeb49
Saint-Lô;SLO;B;49.116975, -1.099525;50502;87447003;8d6d9452-0de6-463b-9a79-61db43b4ac79
Saint-Lothain;XLN;C;46.8231806, 5.6439849;39489;87718197;adffadee-3f35-4a4c-8510-96a37cbb0145
Saint-Loubès;SIT;B;44.9224009, -0.4333056;33433;87584730;b6d130da-fade-4fe0-b1b9-7ef6cb772b14
Saint-Louis;STL;B;47.5906094, 7.5559882;68297;87182139;8ab23eb6-9e3f-4b92-b26e-768f007deec4
Saint-Louis La Chaussée;SLU;C;47.6094781, 7.5312095;68297;87181016;354cee1d-0ed2-4975-9005-8893e2547914
Saint-Macaire;SNW;C;44.5686216, -0.2270601;33435;87582825;7d35b3dd-edd9-4ba2-a034-93dd1774a7e8
Saint-Maixent-L'École;SMX;B;46.406607, -0.201073;79270;87485490;595435da-206f-466a-9d91-68b9c4ce2e9a
Saint-Malo;SMP;A;48.646859, -2.004158;35288;87478107;c701f020-a3df-421e-b4ed-630c1595eef4
Saint-Mammès;SFI;B;48.382171, 2.81593;77419;87682294;4409c4bb-e3a2-4632-89a4-76d0f3c567a9
Saint-Marcel;SMA;C;43.28818, 5.4671155;13211;87751701;18c8848e-1cea-4114-879d-f17b3a82e2e4
Saint-Marcel en Dombes;STM;C;45.9503701, 4.9775148;01371;87723742;1ce7c55a-1457-4fb0-809a-2ec13b3be9e8
Saint-Marcellin;SCI;B;45.150898, 5.323649;38416;87761718;55b67b75-b740-4e9b-b6b4-9cb56891ef87
Saint-Mariens - Saint-Yzan;SMS;B;45.139072, -0.3917824;33492;87491209;f0e71196-2031-43be-9237-fc6b2a29def9
Saint-Mars-la-Brière;SRL;C;48.0285239, 0.3656778;72300;87396283;6e94acf9-ae4e-4eae-81e2-31be13ee594d
Saint-Martin d'Étampes;SME;B;48.42747, 2.145401;91223;87545350;76d86d24-c3d3-457b-a55a-05363ed23fb6
Saint-Martin du Touch;SMT;C;43.5997881, 1.3718548;31555;87353599;774613e7-8394-45ec-a474-dc07ce973ad8
Saint-Martin-d'Oney;XMN;C;43.9301115, -0.6516933;40274;87671495;534ce705-4bb4-4e43-ac67-c4bd201da2b3
Saint-Martin-de-Crau;SMD;B;43.6223344, 4.8003403;13097;87753681;96a969ea-9347-4304-9769-d1f5d4020565
Saint-Martin-du-Mont;XMM;C;46.095871, 5.303003;01374;87743112;4d40ba28-2be6-4361-9d5b-41b1aae9e6ac
Saint-Martin-le-Beau;XMK;C;47.3552058, 0.9058418;37225;87574459;4271fda8-e108-4f4f-95e5-f14ce2d62352
Saint-Martory;SYM;C;43.1385721, 0.934859;31503;87611103;29b0fcff-dd2c-4059-9da7-b2d7efb37f99
Saint-Mathurin-sur-Loire;SNZ;C;47.4122473, -0.3182267;49307;87487892;83d1d825-9cd3-49cc-ab5c-307ee2155897
Saint-Maurice-de-Beynost;SMY;B;45.827421, 4.976986;01376;87723536;0452b4bb-ab02-41c4-8aaa-ac2b3d4ba31d
Saint-Médard-d'Eyrans;SYS;C;44.7168571, -0.5057172;33448;87582692;45159ec0-f4a2-4d51-9a00-99117e7dfacc
Saint-Médard-de-Guizières;SMZ;C;45.0155723, -0.0488253;33447;87584607;fc61ca5a-d78f-4583-b6cc-bea5e3ba411a
Saint-Médard-sur-Ille;XED;C;48.2742219, -1.6674886;35296;87478024;74c905f7-9ccd-4a00-929c-c758f049a8ec
Saint-Michel - Valloire;SMI;B;45.216916, 6.4719135;73261;87742361;3988b249-4313-441f-add3-5803dad34024
Saint-Michel Notre-Dame;SHL;B;48.85348, 2.34545;75105;87547315;42999092-5c38-4fdc-9aa8-4d41697966db
Saint-Michel-sur-Meurthe;SSM;C;48.3269843, 6.8882777;88428;87144683;b4e7db93-610b-4cb3-a4ae-2c23eb3a55b2
Saint-Michel-sur-Orge;SHO;B;48.635479, 2.306632;91570;87545202;b6bbe415-9040-4a93-90a0-0295984d1727
Saint-Nabord;XNB;C;48.0461722, 6.5818945;88429;87146217;12fc8c36-9cd7-4ae4-99fb-8b9a5cc1fdbe
Saint-Nazaire;SNA;A;47.286412, -2.211096;44184;87481705;f14729c4-c30a-4f0d-a2df-307b15434c72
Saint-Nom-la-Bretèche Forêt de Marly;SNB;B;48.8677671, 2.0509372;78224;87382481;c14cc110-fbd1-4347-89e2-b3ba15546d2e
Saint-Nom-la-Bretèche Forêt de Marly T13;SNF;B;48.86794, 2.05094;78224;87733071;2b31040b-fde5-495e-9b5c-b82890faf774
Saint-Omer;STO;B;50.7536204, 2.2667624;62765;87281444;7f7eb022-92df-48ec-a577-51f5225609d9
Saint-Omer-en-Chaussée;SHS;C;49.5306261, 1.9970829;60590;87313718;6bf870f9-0ff7-4660-89de-ad27cfd0ba72
Saint-Ouen;SOS;B;48.90531, 2.32257;93070;87271247;c9474b0c-c822-43a9-9526-b53c8a9b9e7d
Saint-Ouen-l'Aumône;SOA;B;49.04527, 2.10651;95572;87276105;9b163aa6-52ed-472a-bbf7-a4bed0a29e64
Saint-Ouen-l'Aumône Liesse;SOL;B;49.0338707, 2.1279345;95572;87337980;a1ec728f-142d-4660-84e0-46029c02106c
Saint-Ouen-l'Aumône Quartier de l'Église;XOA;B;49.03997, 2.10369;95572;87381426;68559f14-9e44-448f-9a5d-457a3f32598e
Saint-Paterne-Racan;SPN;C;47.6042003, 0.4783289;37231;87571554;7adb1fc8-ce7f-4a3f-8366-361e674f2318
Saint-Patrice;XPR;C;47.2855394, 0.3096916;37232;87571810;ef244598-8798-488b-b0a7-b4298a64534b
Saint-Paul-de-Varax;SVX;C;46.1000331, 5.1282046;01383;87723783;f4c87034-6671-4364-a9d9-42a4bc1335bf
Saint-Pé-de-Bigorre;XPE;C;43.1015768, -0.1619763;65395;87671362;7a3acf92-9922-4148-ae93-902f031cfdd6
Saint-Péray;STP;C;44.94771, 4.85035;07281;87761494;c688e12c-bec3-494f-a013-c964f2893737
Saint-Piat;SPI;B;48.5429526, 1.5904889;28357;87394148;b397883b-45bc-4255-ad70-3a35b9b99db7
Saint-Pierre-d'Albigny;SPA;B;45.557397, 6.156151;73270;87741223;fd4dcf3a-9040-420d-92f7-bcb5a1701e3b
Saint-Pierre-d'Aurillac;SPX;C;44.5752452, -0.1876216;33463;87582833;94d3d4a6-bc3e-4302-b850-9ce9a4f9f657
Saint-Pierre-de-Chignac;XPH;C;45.1234881, 0.856103;24484;87595520;c2c86c42-a07d-451f-8290-7761910525c8
Saint-Pierre-des-Corps;SPC;A;47.386099, 0.72355;37233;87571240;89f3477b-4263-408f-a661-1b428ce416ea
Saint-Pierre-en-Faucigny;SPE;B;46.0593442, 6.3757533;74250;87746313;34e030aa-eb7c-482a-be4c-9bffc8532700
Saint-Pierre-la-Cour;SPW;C;48.1135968, -1.0252972;53247;87478768;746bc877-6c87-4683-bdd9-f2c99934b36f
Saint-Pierre-le-Moûtier;SPM;C;46.7932373, 3.1117427;58264;87696294;4a64b7b2-38d7-4801-9cd6-cdffdbcb58ac
Saint-Pierre-Quiberon;SQN;C;47.5210574, -3.138905;56234;87476440;e8da985d-eb42-4172-b998-922b11a5f4ab
Saint-Pierre-sur-Dives;SPD;C;49.0231057, -0.0405855;14654;87444216;c6e16cdb-f91b-40e8-87b8-00dc977497a4
Saint-Pol-sur-Ternoise;SPT;B;50.37913, 2.33939;62767;87342337;92363396-9532-4930-8657-6d4a24019343
Saint-Priest;SPR;B;45.686659, 4.934242;69290;87723353;80c3cddc-f364-4598-9100-1f4b61ff215e
Saint-Priest-Taurion;TIO;C;45.8872383, 1.4002297;87178;87592055;f630c3eb-5f12-42b5-87a9-4699f07cd185
Saint-Quentin;SQT;A;49.8400482, 3.2970089;02691;87296004;64b78808-e7bb-4543-95f1-9da4d33b314d
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;SQY;B;48.78657, 2.04523;78423;87393843;f2a8095f-704e-45c5-bc4f-04fb12eaceaf
Saint-Quentin-Fallavier;SQF;B;45.638109, 5.099896;38449;87723387;daef0e05-1282-4061-bfa7-7722d95d5131
Saint-Rambert-d'Albon;SRA;B;45.297797, 4.810849;26325;87761106;b4172d1a-129a-4a36-a69d-6a5c08bf4183
Saint-Rambert-en-Bugey;SBB;C;45.9473397, 5.438622;01384;87743740;2673cc8a-3fc2-4e92-9adc-efdb8d230869
Saint-Raphaël Valescure;SRV;A;43.42356, 6.769083;83118;87757526;b5b17aac-55e5-4b69-87ee-1b022334af33
Saint-Remy-en-l'Eau;RLE;C;49.4681726, 2.4258609;60595;87313288;92173add-eeb7-42f5-86aa-03b886d137b7
Saint-Roch;SRO;C;49.8933575, 2.2837132;80021;87313080;5db7c0e8-5be7-41d1-a3a5-0cdba21fb8c3
Saint-Romain-de-Popey;SNP;C;45.8616053, 4.5423351;69234;87721456;68e7e18a-09e0-4959-a921-6ab114bb67cf
Saint-Romain-le-Puy;SRP;C;45.5545543, 4.1208275;42285;87726430;85d4934e-7d1d-4ac1-9d4c-d67c56e76978
Saint-Rome-de-Cernon;SDO;C;44.013981, 2.9673744;12243;87783431;2fb7ec07-b14d-4248-b688-c2d55f1d6e60
Saint-Saturnin-lès-Avignon;SSA;C;43.9531783, 4.9352794;84119;87765438;2cf9b37d-ea6f-45aa-bff4-61773d8dd3da
Saint-Savinien;SNH;C;45.8759277, -0.6778775;17397;87491035;afc362d2-2500-43ab-9a3d-6f40d9531544
Saint-Saviol;SSV;C;46.1470046, 0.2179;86247;87575365;d939e0cb-98fa-430b-8f71-1a8818e3404e
Saint-Sébastien;SBF;C;46.3859938, 1.5466809;23239;87592493;1fe230e9-05f2-46d3-8c48-edce2527067c
Saint-Sébastien Frêne Rond;XTD;C;47.1903914, -1.4957437;44190;87354597;061a9edb-f2ae-4520-b489-904e88d510b8
Saint-Sébastien Pas Enchantés;XTX;C;47.2069513, -1.5109069;44190;87354589;4440b7af-6687-468c-a518-207b3060ce0a
Saint-Senoux - Pléchâtel;XSX;C;47.8977519, -1.7661904;35312;87471169;93ea7694-0e93-477e-a229-539a9069f031
Saint-Seurin-sur-l'Isle;SUN;B;45.0114075, -0.0026606;33478;87584615;5b935949-ad4c-4f92-b708-1ec1ebf97df8
Saint-Sulpice - Auteuil;SUP;B;49.3473824, 2.1164133;60598;87313684;c09ed647-695e-411e-976d-a6d460d2483d
Saint-Sulpice - Izon;IZR;B;44.9142742, -0.392135;33483;87584722;bb0cbfb9-e23f-4bbd-bd40-68f9a66f05eb
Saint-Sulpice (Tarn);SST;B;43.775073, 1.680702;81271;87615344;89dd3850-a715-48a0-af21-b71c8689acc8
Saint-Sulpice-Laurière;SSL;C;46.0469183, 1.4762218;87181;87592345;a484d607-b30d-4d2f-b074-b8453f784c42
Saint-Symphorien-de-Marmagne;XSY;C;46.8442215, 4.3377542;71482;87694174;75bd66a4-7e95-4016-9e29-e82e83ee0e49
Saint-Thégonnec;STH;C;48.4942082, -3.9483116;29266;87474312;9f36d1d9-eb1d-46e3-8c1c-4ca4f0de722b
Saint-Vallier sur Rhône;SUO;B;45.186395, 4.81439;26333;87761130;101b3022-70b8-4c7f-8446-744016f62de9
Saint-Victor - Thizy;SVH;C;46.0024781, 4.2810245;42293;87721043;0ff20df2-6b96-4ad7-824d-a342be29c87a
Saint-Victor-l'Abbaye;SIC;C;49.6770346, 1.1097122;76602;87415166;841341a4-e8ce-4a26-af38-f9498001de16
Saint-Victurnien;SIV;C;45.8765887, 1.0095737;87185;87592683;0d6669f2-1d29-45cb-9c60-31550c805252
Saint-Vincent le Château;SWC;C;45.1488794, 3.9186273;43230;87734715;8d3cda26-1267-42a6-9720-d490c67841b5
Saint-Vincent-de-Tyrosse;SVT;B;43.657736, -1.306493;40284;87673277;962e4e8e-11ed-463c-b2d9-d130ca1a7357
Saint-Vit;SVI;B;47.183507, 5.809057;25527;87718320;dee8b927-40f3-41de-9088-753edd0fba40
Saint-Yrieix-la-Perche;SYX;C;45.5192516, 1.2053608;87187;87592824;f5a8e346-3884-4279-a113-a53913262e07
Sainte-Anne;YAN;C;47.6785805, -2.96048;56176;87476648;8fe56e79-90f9-4707-8682-e6a3d9312d84
Sainte-Bazeille;XBZ;C;44.5326935, 0.0931269;47233;87586479;776d9c04-a5e2-43da-b72a-77dcb14098bf
Sainte-Cécile-d'Andorge;SCZ;C;44.2554362, 3.9758497;30239;87775239;d93de8cd-e014-41e4-9081-2d72b6b40d4c
Sainte-Colombe;XCB;C;46.879207, 6.2659748;25515;87715151;fa758143-dc9e-4f9c-87dc-54bc09525ebc
Sainte-Colombe Septveilles;XCS;B;48.52959, 3.25602;77404;87116178;c2690d81-4972-4fdc-b6b8-ec092a84c402
Sainte-Eulalie - Carbon-Blanc;SEK;C;44.8978327, -0.4939737;33397;87491282;27917c88-53a7-43ef-a292-998e5de4dd8f
Sainte-Foy-la-Grande;SFY;B;44.836886, 0.221519;33402;87584193;c1908551-e453-491a-bcb6-9da1b21b8772
Sainte-Gauburge;SGG;C;48.7172632, 0.4281082;61389;87444604;9428f685-adf9-45a4-a6e0-0d247e3c07c6
Sainte-Geneviève-des-Bois;SXG;B;48.653245, 2.313161;91549;87545210;af136311-5b43-4be6-9b2f-6a6663a9c366
Sainte-Lizaigne;XZG;C;47.002251, 2.0298004;36199;87597054;bd3e920d-9359-4454-9ec3-0e4aeb92981c
Sainte-Marthe en Provence;SAH;C;43.3392414, 5.390412;13214;87751842;d49122be-6e98-46c9-bf14-4451d9ac545f
Sainte-Maure - Noyant;SYT;B;47.1112361, 0.5769439;37176;87575050;141b4f29-845d-4427-ae1b-e98c1cfe8291
Sainte-Pazanne;SPZ;B;47.1055419, -1.8138744;44186;87481226;591c761d-dba6-4d4c-8eea-516d493343ef
Saintes;SKW;B;45.74874, -0.6179;17415;87491001;a25d0432-2c53-437a-b643-7de5194b79c0
Salbris;SAP;B;47.42522, 2.04778;41232;87543165;cea36189-d2bd-4768-82fe-b9f883402540
Sallanches - Combloux - Megève;SLS;B;45.935702, 6.636431;74256;87746438;44645a28-c6e6-47c9-bd7a-aaff0f5f96e0
Sallaumines;SLI;C;50.4223266, 2.8556769;62771;87345215;34505689-403a-4e6d-87e5-961b2e45b19b
Salles-Courbatiès;SIR;C;44.4751593, 2.0787662;12252;87613877;88faf1ee-ab4a-4fc0-8e90-890c7fc7743e
Salomé;SWM;C;50.5414529, 2.8366078;59550;87342451;8bb10d3c-6c72-4869-a239-374de2ca8a3f
Salon-de-Provence;SON;B;43.639061, 5.088569;13103;87753764;86a82701-5515-49d7-9552-6aea4d631d31
Salses-le-Château;SAL;C;42.8356091, 2.9174466;66190;87784157;03fdb932-c27d-456b-861d-e010c82cd988
Sannois;SNN;B;48.97016, 2.26377;95582;87276188;3762b0df-44b5-47aa-8d2d-1b056f326858
Sanry-sur-Nied;SWN;C;49.0445991, 6.3399775;57627;87192229;a333f1d5-197d-4ee3-8bf1-26f9377b9397
Santenay les Bains;SLB;C;46.9106752, 4.7017523;21582;87713594;eefdd922-0fd0-4430-8ba3-ca2905ab097b
Santes;STS;C;50.5920123, 2.961977;59553;87286401;8f384c6f-7400-47e4-9c27-5a01231719e0
Santeuil - Le Perchay;XPY;C;49.12416, 1.94893;95584;87381186;9389872d-9c3e-450d-86c7-4fbcee1deb1d
Saône;SAZ;C;47.2097669, 6.1013089;25532;87718502;d568f7a6-f640-40f7-8f4d-79afec22c787
Sarcelles - Saint-Brice;SLL;B;48.99529, 2.36867;95539;87276386;47809210-2040-4906-b46e-42fd9d3cd20a
Sarlat-la-Canéda;SLQ;C;44.8770213, 1.220328;24520;87595827;e9d4ccc0-99f1-49b9-9f4f-93d3c9710c06
Sarliève - Cournon;SLC;C;45.7387697, 3.1681196;63124;87734152;dfee683d-5056-46bd-b450-1fcac60df295
Sarrance;SRR;C;43.0496, -0.599962;64506;87672766;9ec58af3-2994-4ed1-9603-bf1b461765cc
Sarre-Union;SRU;C;48.9360172, 7.0850443;67434;87215459;3731e561-ba97-4dd2-8896-fcacf436211d
Sarrebourg;SBG;B;48.73808, 7.05285;57630;87215012;3408023f-e7b9-47e4-8777-b85512d7f9e4
Sarreguemines;SGS;B;49.1073357, 7.0686398;57631;87193615;6b447ed2-ce56-4af1-888a-6e97b4915d20
Sartrouville;SVL;B;48.9379523, 2.1575173;78586;87386417;847c7c15-4bb0-47e8-960d-215dd730a4fc
Sathonay - Rillieux;SYR;B;45.820264, 4.875315;69292;87723700;909f5c04-1ebe-4d4b-bf8a-6946b28f66ac
Saubusse;SQB;C;43.6603331, -1.1901703;40293;87673251;a882f6ea-5a53-494d-8f1e-fcb2a90d62ee
Saujon;SJW;C;45.6665019, -0.9300187;17421;87491811;26f98544-a96c-4211-b249-c6a640d76a3d
Saulon;SLN;C;47.224035, 5.1045991;21585;87713628;579cd27c-b7d9-4653-bbd2-a516d5ca5115
Saumur;SUD;B;47.269, -0.07136;49328;87487603;73fb2488-e269-4f03-8621-2c597fe66215
Sausset-les-Pins;SPJ;C;43.332864, 5.110001;13104;87753558;894de33f-2211-45e4-a4a2-2d9e678eb873
Sauveterre-la-Lémance;SVE;C;44.5893893, 1.0115419;47292;87586495;e2b409eb-2a72-4e1a-9e94-6e9b4446b542
Savenay;SNY;B;47.35859, -1.950957;44195;87481838;9cbfd9b8-d8ae-4597-adc2-d0bb1e74421a
Savennières - Béhuard;ZVN;C;47.3817332, -0.6540004;49329;87484329;45ad51ec-193a-4bda-9698-8cd6ff7a8328
Saverdun;SRN;B;43.239357, 1.570616;09282;87611368;21fe852d-d2a9-4660-ad08-d5d2bd75d213
Saverne;SNE;B;48.7444606, 7.3620802;67437;87212225;646c0d9f-4a44-4174-9275-47552bee3458
Savigny-le-Temple - Nandy;ZTN;B;48.595519, 2.583678;77445;87682187;74fe3ead-67da-41d3-917f-fc1d9435d398
Savigny-sur-Orge;SAO;B;48.67614, 2.35173;91589;87545236;ca808883-7059-44ef-8fd4-ed0d47ccc87d
Savonnières;ZVO;C;47.3605797, 0.5441817;37243;87571844;1dfd4d4d-480a-4f0a-ba43-3122e9379c9f
Savy-Berlette;ZYB;C;50.3538756, 2.5577316;62785;87342253;08157d29-2bb6-4bee-9063-cfc80261c41f
Sceaux - Boëssé;SBO;C;48.1221004, 0.5724063;72038;87396317;f5a6f6dc-0f74-4e29-a352-ac783bdceaba
Scherwiller;HWL;C;48.2869344, 7.4301867;67445;87214205;eb2a4a4e-8d14-4f7e-995f-bae30aaadfee
Schirmeck - La Broque;SCK;B;48.47973, 7.21594;67448;87214692;517a9823-e663-400c-b209-f0aea5f26801
Schweighouse-sur-Moder;SWG;C;48.8286765, 7.7425635;67458;87213108;4515a165-f9cc-440e-93de-e8ee1f0f034d
Schwindratzheim;HWM;C;48.7536468, 7.6005468;67460;87212159;2662d433-6b57-4fd6-bfa5-fd08741ca7e0
Seclin;SCN;B;50.5486319, 3.0350084;59560;87286518;53f6a7e6-819d-4ac0-82cf-98e20cd54878
Sedan;SED;B;49.695024, 4.930373;08409;87172254;52012a93-5cd5-43ae-843c-be9445d83ea8
Sées;SKS;C;48.5998998, 0.1661851;61464;87444695;206bdced-1f53-430b-8ca1-0d5a7678db7c
Sélestat;STT;B;48.2601166, 7.443278;67462;87214056;b433b5a8-ab56-4282-b45b-f6f2b4754e61
Selles-Saint-Denis;SSD;C;47.3883857, 1.9222038;41241;87576140;b74e2364-a196-4821-9c38-34edea616568
Selles-sur-Cher;SUC;C;47.2816956, 1.5461989;41242;87576868;f1fed0c0-3769-4eaa-99f3-14627c85b486
Seltz;SSZ;C;48.8965635, 8.0986724;67463;87212431;e151bc25-49b9-4296-ae35-7c012292c061
Sénas;SUT;C;43.7409571, 5.0733645;13105;87753715;fc39d5ae-0eae-40d8-ac6e-30fa29d6e8d5
Sennecey-le-Grand;SRD;C;46.6406445, 4.874316;71512;87725614;37664c09-0625-4d57-9326-d1699bfc5848
Senozan;SOZ;C;46.3921451, 4.8710626;71513;87725671;736a191a-a7d0-473f-915a-36ebb3c7c107
Sens;SES;A;48.197856, 3.267833;89387;87683003;a073c3c8-55a9-4d1b-9199-264ed71e589a
Sept-Saulx;ZSX;C;49.1511332, 4.2569742;51530;87171645;d23482d6-efd2-41e6-afdb-08ceb20d4d01
Septèmes-les-Vallons;SEP;C;43.4031137, 5.3701756;13106;87751800;96830e2f-b489-4fb2-8f27-a2ef57030a44
Sérézin-du-Rhône;SZN;B;45.62716, 4.81806;69276;87722546;30943461-3ebd-40a6-ad6f-5a59430a38ad
Sérifontaine;DCR;C;49.3572878, 1.7639818;60616;87381269;deaed2cd-5819-40e6-8eaa-c8214fc07782
Sermaise;SXE;B;48.53536, 2.06865;91593;87545517;10d2081f-b35b-4465-92bd-15ff15d8fa59
Sermizelles - Vézelay;SZZ;C;47.5289068, 3.7928695;89190;87683722;f4953bde-90d4-441f-b918-6cb3ece735f2
Serqueux;SEQ;C;49.6315093, 1.5395267;76672;87411470;44a4f141-4a06-4f62-b8d1-364cd958905e
Serquigny;SYD;C;49.1074117, 0.7189895;27622;87444315;341c9b09-6ce7-485c-b7cf-d4293d05249b
Serres;SRE;C;44.4246573, 5.7184201;05166;87763722;1bec8b3d-324f-46aa-a287-877a78d8c827
Servas - Lent;SVN;C;46.1306663, 5.1681312;01405;87723791;1f21821d-ee6f-4067-a534-8b8424aedc10
Servon-sur-Vilaine;SVO;B;48.112224, -1.4667757;35327;87471532;3c6da2f4-a6af-474a-95ca-5940282c27d5
Servoz;SVZ;C;45.9244592, 6.763444;74143;87746719;d1131150-8eb0-4780-9e95-643ba7f0a565
Sessenheim;ZHM;C;48.7964628, 7.9893194;67465;87212365;5529461f-6080-44ea-a943-b2117cc84dca
Sète;STE;A;43.412485, 3.69656;34301;87773200;692b38d1-8d9c-42c9-b39b-6f8970a41409
Seugy;SWY;C;49.1189923, 2.3989116;95594;87272039;ebe1f822-6fbc-45e1-9aa0-7d35801aa657
Seurre;SEU;C;46.9964114, 5.1513121;21607;87713677;e8694231-a8f4-4c37-bd5a-31d0708432b0
Sévérac;SVG;C;47.5498647, -2.072707;44196;87476754;bbbd66f3-de23-4bb7-8b29-527ef4895b67
Sévérac-d'Aveyron;SVC;C;44.3246516, 3.0569451;12270;87783365;7d046a7b-6b84-4693-9905-afa6ca30c84e
Sevran - Livry;SEV;B;48.93601, 2.53484;93071;87271429;c26f35f0-4a42-41d6-b2ac-841b75bb309d
Sevran Beaudottes;BDE;B;48.94743, 2.52474;93071;87271445;98a83895-a65b-49f1-aba8-b2a87539a9b6
Sèvres - Ville-d'Avray;VDV;B;48.82746, 2.20051;92072;87382341;2356b8cd-674a-4f84-acab-f908da42a619
Sèvres Rive Gauche;SVR;B;48.8214311, 2.2147536;92072;87393124;f9e5c285-70cd-4c04-bb4c-5c0ad98cab84
Seyssel - Corbonod;SSS;C;45.9630307, 5.8315162;01118;87745828;554838fc-01d1-40ff-9ded-f7d924012859
Sierck-les-Bains;SIK;C;49.443655, 6.350327;57650;87191635;4a030df0-75b1-4e4d-890a-e7bf360c434b
Sierentz;SEZ;B;47.656047, 7.459142;68309;87182105;8ec72ae9-717c-47a4-b006-6fb640dd323e
Sillé-le-Guillaume;SLG;C;48.1818735, -0.1289696;72334;87396234;49521c71-9e92-472f-a94a-025750202786
Simandre-sur-Suran;SUS;C;46.2202097, 5.4210929;01408;87743336;13c7f3cd-3f83-4542-89c5-e73c310818d2
Simiane-Collongue;SIE;B;43.434747, 5.426148;13107;87751438;a4310ddc-85de-4b8b-8338-d03cd4d746ef
Sin-le-Noble;SIN;C;50.356612, 3.112777;59569;87345405;1e40f309-9cd7-4a67-9025-9cd4def7d784
Siorac-en-Périgord;SOC;C;44.8197409, 0.9844566;24538;87595769;29931c33-8095-4856-a29a-57e7c87a052e
Sisteron;SIO;C;44.1902025, 5.9465888;04209;87751206;3f80c213-f4d9-4576-8ce6-0721ebe38d97
Soissons;SOI;A;49.3691983, 3.3381259;02722;87271817;251db866-99dd-462c-baf5-2aadbee290cd
Solignac - Le Vigen;SKN;C;45.7561586, 1.2856817;87205;87592246;e979dbbf-e2cf-4bb9-a6b2-00078309003f
Solliès-Pont;SIP;B;43.1907805, 6.0464158;83130;87755330;94416915-b761-4512-b353-dc1d7ae9c598
Somain;SOM;B;50.3557, 3.27738;59574;87345314;c6caae3f-911a-43cb-bda4-6598cff7ca2a
Sommery;SKY;C;49.6297244, 1.4353726;76678;87411462;1a8e5dc4-972a-4ec2-90b5-0325fdf179e5
